company_name,ticker,first_trade_date
Powerschool Holdings Inc Cl A,PWSC,1627479000
Presto Automation Inc,PRST,1612535400
Arlington Asset Investment Corp,AAIC,882887400
Vector Group Ltd,VGR,560698200
Weatherford International Plc,WFRD,1609770600
C4 Therapeutics Inc,CCCC,1601645400
Green Brick Partners,GRBK,1182346200
Mirion Technologies Inc,MIR,1597930200
Multicap Value Alphadex Fund FT,FAB,1178890200
Iteos Therapeutics Inc,ITOS,1595597400
Huize Holding Ltd ADR,HUIZ,1581517800
Altitude Acquisition Corp Cl A,ALTU,1611930600
Information Svcs Group,III,1171290600
Navios Maritime Partners LP,NMM,1194964200
Frontier Communications Parent Inc,FYBR,1620135000
1st Source Corp,SRCE,429543000
Guru Favorite Stocks ETF,GFGF,1639665000
Knowbe4 Inc Cl A,KNBE,1619098200
American Financial Group Inc 5.125%,AFGC,1579617000
Intl Bancshares,IBOC,809789400
S&P Smallcap Consumer Staples Invesco,PSCC,1270647000
Cardio Diagnostics Hldgs Inc,CDIO,1642170600
California Bancorp,CALB,1518013800
Broad USD Investment Gr. Corp Bond,USIG,1168525800
Ardmore Shipping Corp,ASC,1375363800
Equitrans Midstream Corp,ETRN,1540992600
Coty Inc,COTY,1371130200
Navios Maritime Holdings Inc,NM,1105021800
United Bkshs Inc,UBSI,549811800
Amer Woodmark Cp,AMWD,522077400
Sturm Ruger & Company,RGR,105283800
Standex International Corp,SXI,99153000
Prudential Financial 5.950% Notes,PRH,1661175000
Blackrock Muniyield Quality Fund II,MQT,717082200
Cushman & Wakefield Plc,CWK,1533216600
Southport Acquisition Corp Cl A,PORT,1643639400
Amcor Plc,AMCR,1337088600
Omega Therapeutics Inc,OMGA,1627651800
World Fuel Services Corp,INT,525619800
Runway Growth Finance Corp,RWAY,1634823000
Sonim Technologies Inc,SONM,1557495000
Lifevantage Cp,LFVN,765725400
Leonardo Drs Inc,DRS,488467800
Paragon 28 Inc,FNA,1634304600
Miniso Group Holding Ltd ADR,MNSO,1602768600
Upstart Holdings Inc,UPST,1608129000
Macom Technology S,MTSI,1331818200
Dorsey Wright Focus 5 ETF FT,FV,1394116200
Kaltura Inc,KLTR,1626874200
Immix Biopharma Inc,IMMX,1639665000
Blackrock Muni Income Trust,BFK,996240600
Voyager Therapeut,VYGR,1447252200
Aspen Group Inc,ASPU,1363959000
Marin Software Inc,MRIN,1363959000
Mitsubishi Ufj Financial Group ADR,MUFG,986218200
Bip Bermuda Holdings I 5.125% Perpetual,BIPI,1643207400
Ship Finance International,SFL,1087479000
Waters Corp,WAT,816618600
Solo Brands Inc Cl A,DTC,1635427800
Alpha Healthcare Acquisition III Cl A,ALPA,1632403800
Brightcove Inc,BCOV,1329489000
Principal U.S. Mega-Cap ETF,USMC,1507815000
Clarus Corp,CLAR,896275800
Western Asset Total Return ETF,WBND,1538659800
Dentsply Sirona Inc,XRAY,555773400
Sm Energy Company,SM,724516200
Everspin Technologies Inc,MRAM,1475847000
Algonquin Pwr & Util,AQN,1262097000
1-3 Year Intl Treas Bond Ishares ETF,ISHG,1233153000
Laureate Education Inc,LAUR,1485959400
Brink's Company,BCO,820679400
Doubleline Income Solutions Fund,DSL,1366983000
Blink Charging Company,BLNK,1261405800
Nuveen Global High Income Fund,JGH,1416839400
Eastern Bankshares Inc,EBC,1602768600
GX Nasdaq-100 Covered Call ETF,QYLD,1386858600
Ioneer Ltd American Depositary Shares,IONR,1656595800
Kimbell Tiger Acquisition Corp Cl A,TGR,1648474200
Rivernorth Opportunistic Municipal,RMI,1540560600
Uranium Royalty Corp,UROY,1619616600
The Glimpse Group Inc,VRAR,1625146200
Seven Hills Realty Trust,SEVN,1148650200
M3-Brigade Acquisition II Corp Cl A,MBAC,1619443800
Olo Inc Cl A,OLO,1615987800
Koru Medical Systems Inc,KRMD,765552600
Freedom Acquisition I Corp Cl A,FACT,1618839000
MFS Charter Income Trust,MCR,617031000
Rli Corp,RLI,322151400
KKR & Company LP,KKR,1279200600
FT Indxx Innovative ETF,LEGR,1516890600
SPDR MSCI USA Climate Paris Aligned ETF,NZUS,1650288600
Churchill Capital V Cl A,CCV,1612535400
Short Treasury Bond Ishares ETF,SHV,1168525800
Bright Horizons Family Solutions Inc,BFAM,1359124200
Digihost Technology Inc,DGHI,1610116200
East Resources Acquisition Company Cl A,ERES,1600090200
Genius Brands International Inc,GNUS,1328279400
Pdd Holdings Inc,PDD,1532611800
Nerdy Inc,NRDY,1606487400
Applied Therapeutics Inc,APLT,1557840600
Bancfirst Corp,BANF,638461800
Par Petroleum Corp,PARR,1346851800
Beyond Meat Inc,BYND,1556803800
Greencity Acquisition Corp,GRCY,1599571800
Levere Holdings Corp Cl A,LVRA,1620999000
North European Oil Royality Trust,NRT,322151400
Eaton Vance Tax-Advantaged Bond,EXD,1277472600
Nkarta Inc,NKTX,1594387800
American Acquisition Opportunity Cl A,AMAO,1620221400
Strategic Income ETF FT,HISF,1408023000
Moringa Acquisition Corp Cl A,MACA,1617802200
B. Riley Principal 250 Merger Corp Cl A,BRIV,1625578200
High Tide Inc,HITI,1610116200
Total World Bond Vanguard ETF,BNDW,1536240600
Manulife Financial Corp,MFC,938179800
Century Aluminum C,CENX,828109800
Alta Equipment Group Inc,ALTG,1556199000
Cohen & Steers Closed-End Opportunity,FOF,1164724200
Rivernorth Opportunities Fund,RIV,1452263400
Gevo Inc,GEVO,1297261800
Monterey Bio Acquisition Corp,MTRY,1637591400
Tdh Holdings Inc,PETZ,1506000600
Consonance-Hfw Acq Corp,SRZN,1610375400
Third Coast Bancshares Inc,TCBX,1636468200
Cms Energy Corp 5.875% Junior,CMSD,1550759400
Antelope Enterprise Hldg Ltd,AEHL,1197901800
23Andme Holding Co.,ME,1606141800
Oceanfirst Financial Corp,OCFC,836400600
Kearny Financial,KRNY,1109255400
Syros Pharmaceuticals,SYRS,1467293400
Viewray Inc,VRAY,1439213400
Inmode Ltd,INMD,1565271000
Marqeta Inc Cl A,MQ,1623245400
International Paper Company,IP,-252322200
Invesco Nasdaq Next Gen 100 ETF,QQQJ,1602595800
Zebra Technologies,ZBRA,682263000
Pactiv Evergreen Inc,PTVE,1600349400
Ducommun Inc,DCO,105283800
GX Conscious Companies ETF,KRMA,1468330200
Graham Corp,GHM,322151400
Summit Therapeu ADR,SMMT,1425565800
Groupon Cl A,GRPN,1320413400
Angel Oak Mortgage Inc,AOMR,1623936600
Altice USA Inc Cl A,ATUS,1498138200
Hubspot Inc,HUBS,1412861400
Integrated Rail and Resources,IRRX,1641220200
Co-Diagnostics Inc,CODX,1499866200
Nextdecade Corp,NEXT,1434461400
Canadian Pacific Railway,CP,441642600
Markel Corp,MKL,534781800
Laser Photonics Corp,LASE,1664544600
Via Renewables Inc,VIA,1406640600
Qualcomm Inc,QCOM,692634600
Asset Entities Inc Cl B,ASST,1675434600
Zillow Group Cl C,Z,1438608600
Strats Sm Trust For Goldman Sachs Group,GJS,1146231000
Nicholas Fincl Inc,NICK,883405800
Permian Basin Royalty Trust,PBT,341242200
Bj's Restaurants Inc,BJRI,844867800
Marriot Vacations Worldwide Cor,VAC,1320762600
Rockley Photonics Holdings Ltd,RKLY,1629120600
Sophia Genetics Sa,SOPH,1627047000
Shf Holdings Inc,SHFS,1629466200
Barnes & Noble Education Inc C,BNED,1437658200
Bs 2024 Corp Bond Invesco ETF,BSCO,1411133400
Marinemax Inc,HZO,896880600
Livent Corp,LTHM,1539264600
Third Harmonic Bio Inc,THRD,1663162200
Ast Spacemobile Inc,ASTS,1572615000
Church & Dwight Company,CHD,322151400
Fvcbankcorp Inc,FVCB,1430919000
Grupo Fin Galicia ADR,GGAL,964531800
Indaptus Therapeutics Inc,INDP,1438695000
Intl Buyback Achievers Invesco ETF,IPKW,1393511400
Magnachip Semiconductor Corp,MX,1299853800
Sanofi-Aventis S.A. ADR,SNY,1025530200
Arch Capital Grp Ltd,ACGL,811085400
Iris Acq Corp,IRAA,1622035800
Hon Industries Inc,HNI,322151400
Northrop Grumman Corp,NOC,378657000
Enphase Energy Inc,ENPH,1333114200
Cno Financial Group,CNO,1063200600
Arrow Financial Corp,AROW,338131800
Janus International Group Inc,JBI,1576852200
FTSE RAFI US 1500 Small/Mid Invesco ETF,PRFZ,1158759000
Aurora Innovation Inc,AUR,1620653400
Western Asset High Income Fund II Inc,HIX,895843800
USAA MSCI Intl Value Momentum Blend,UIVM,1509111000
GX Nasdaq 100 Tail Risk ETF,QTR,1629984600
Cohen Real Estate Opt and Income Fund,RLTY,1645713000
Achari Ventures Holdings Corp I,AVHI,1637159400
Uipath Inc Cl A,PATH,1619011800
Bancolombia S.A. ADR,CIB,806765400
Mrc Global Inc,MRC,1334237400
Vmware Inc,VMW,1187184600
Omniab Inc,OABI,1633008600
Arcadia Bio,RKDA,1431696600
Graniteshares -1X Tsla Daily ETF,TSLI,1660656600
Brookfield Finance Inc 4.625%,BNH,1603287000
Strats Sm Trust For Wal-Mart Stores Inc,GJO,1132583400
Conifer Holdings,CNFR,1439472600
Trajectory Alpha Acquisition Corp Cl A,TCOA,1643639400
Ibex Ltd,IBEX,1596807000
Chuy's Holdings Inc,CHUY,1343136600
Prometheus Biosciences Inc,RXDX,1615559400
Pimco High Income Fund,PHK,1051277400
Interprivate IV Infratech Partners Inc,IPVI,1619789400
Claymore/Guggenheim Strategic Fund,GOF,1185543000
Texas Pacific Land Trust,TPL,322151400
Vertex Energy,VTNR,719674200
Total Intl Stock ETF Vanguard,VXUS,1296225000
New York Times Company,NYT,105283800
Imedia Brands Inc,IMBI,678547800
Nasdaq Oil & Gas ETF,FTXN,1474637400
Overseas Shipholding Group Inc,OSG,1465824600
Spree Acquisition Corp 1 Cl A,SHAP,1644244200
Fusion Fuel Green Plc,HTOO,1607610600
Reynolds Consumer Products Inc,REYN,1580481000
Clearbridge Sustainable Infrastructure,INFR,1672929000
Univar Inc,UNVR,1434547800
Horizon Space Acquisition I Corp,HSPO,1674743400
Goodrx Holdings Inc Cl A,GDRX,1600867800
Blackrock Muni Intermediate Duration,MUI,1059571800
High Yield Ex Oil and Gas Corp Bond,HYXF,1466170200
Frequency Elcts Inc,FEIM,330183000
World Quantum Growth Acquisition Corp Cl,WQGA,1633095000
S&P Smallcap Materials Invesco ETF,PSCM,1270647000
Btcs Inc,BTCS,1289831400
Open Text Cp,OTEX,822493800
Cantalope Inc,CTLP,928762200
Middlesex Water Company,MSEX,99153000
Nordstrom,JWN,322151400
Seaport Global Acquisition II Corp Cl A,SGII,1638455400
Invesco Pennsylvania Muni,VPV,739719000
Apollo Asset Management Inc,APO,1301491800
Artemis Strategic Investment Corp Cl A,ARTE,1637677800
Disruptive Acquisition Corp I Cl A,DISA,1621603800
Hoth Therapeutics Inc,HOTH,1550241000
Mayville Engineering Company,MEC,1557408600
Nordic American Tanker Shipping Ltd,NAT,875626200
Nevro Corp,NVRO,1415284200
Skyward Specialty Insurance Group Inc,SKWD,1673620200
USD Partners LP,USDP,1412861400
Athira Pharma Inc,ATHA,1600435800
Eterna Therapeutics Inc,ERNA,683472600
Vyne Therapeutics Inc,VYNE,1516890600
Nomad Foods Ltd,NOMD,1420209000
Healthcare Svcs Gp,HCSG,438964200
West Fraser Timber L,WFG,1234535400
Beigene Ltd ADR,BGNE,1454509800
Willdan Group Inc,WLDN,1164119400
Spartannash Company,SPTN,965223000
Phillips 66,PSX,1334237400
Nexpoint Real Estate Finance Inc,NREF,1581085800
Intrepid Potash Inc,IPI,1208871000
Nabors Energy Transition Corp Cl A,NETC,1641825000
Nuveen California Divadv Fund,NAC,927725400
East West Bancorp,EWBC,918052200
Latin America Alphadex Fund FT,FLN,1303306200
Midcap Growth Alphadex Fund FT,FNY,1303306200
Outset Medical Inc,OM,1600176600
Obseva Sa,OBSV,1485441000
Pioneer Muni High Income Trust,MHI,1058535000
Aes Corp,AESC,1614954600
Prime Medicine Inc,PRME,1666272600
One Liberty Properties,OLP,420125400
Mineralys Therapeutics Inc,MLYS,1676039400
Red Rock Resorts Inc,RRR,1461763800
MFS Government Markets Income Trust,MGF,548515800
Cal-Maine Foods IN,CALM,850401000
Bs 2027 High Yield Corp Bond ETF,BSJR,1568381400
Victory Westend U.S. Sector ETF,MODL,1665581400
Mirati Therapeutics,MRTX,1373895000
Children's Place Inc,PLCE,874675800
The One Group,STKS,1403875800
Korea Electric Power Corp ADR,KEP,783264600
Noble Rock Acquisition Corp Cl A,NRAC,1617283800
Wisdomtree U.S. Quality Dividend Growth,DGRW,1369229400
Golden Falcon Acquisition Corp Cl A,GFX,1612794600
Frontier Acquisition Corp Cl A,FRON,1620048600
Nuveen Preferred and Convertible 2,JQC,1056634200
General Motors Company,GM,1290090600
Nano-X Imaging Ltd,NNOX,1598016600
Pennymac Financial Services IN,PFSI,1368106200
Andersons Inc,ANDE,824826600
X4 Pharmaceuticals Inc,XFOR,1510842600
Moody's Corp,MCO,783613800
Missfresh Ltd ADR,MF,1624627800
Boston Scientific Corp,BSX,706282200
Heritage Commerce,HTBK,900941400
South Plains Financial Inc,SPFI,1557408600
Blackrock Core Trust,BHK,1006957800
Ibet Sports Betting and Gaming ETF,IBET,1637073000
Star Equity Hldgs Inc,STRR,1086874200
American Rebel Holdings,AREB,1644244200
Hurco Cos Inc,HURC,336231000
Amplitech Group,AMPG,1610116200
First Financial Nort,FFNW,1192023000
Indie Semiconductor Cl A,INDI,1570195800
Martin Sustainable International Equity,MCSE,1667223000
Hello Group Inc ADR,MOMO,1418308200
Air Transport,ATSG,1058967000
Kodiak Sciences Inc,KOD,1538659800
Mercadolibre Inc,MELI,1186752600
Mymd Pharmaceuticals Inc,MYMD,1390487400
Bank Ozk,OZK,869146200
Absci Corp,ABSI,1626960600
Dupont Denemours Inc,DD,76253400
Mersana Therapeutics Inc,MRSN,1498656600
Evo Acquisition Corp Cl A,EVOJ,1617802200
Natl Beverage Cp,FIZZ,684768600
Global Technology Acquisition Corp I Cl,GTAC,1640615400
Munivest Fund,MVF,591024600
Qiagen N.V.,QGEN,835968600
Monterey Capital Acquisition Corp Cl A,MCAC,1656682200
Nve Corp,NVEC,801235800
Middlefield Banc,MBCN,1046356200
Ishares Ibonds Dec 2023 Term Treasury,IBTD,1583245800
Green Dot Corp,GDOT,1279805400
Reinsurance Group of America Inc,RGA,1221226200
Bright Green Corp,BGXX,1652794200
Comstock Hlds Cos,CHCI,1103034600
Nuveen New Jersey Divadv Fund,NXJ,1031837400
Professional Diversity Network Inc,IPDN,1362493800
Castle Biosciences Inc,CSTL,1564061400
Nuvectis Pharma Inc,NVCT,1643985000
Bionomics Ltd ADR,BNOX,1639665000
Nls Pharmaceutics Ltd,NLSP,1611930600
Csw Industrials Inc,CSWI,1443619800
Latamgrowth Spac Cl A,LATG,1647869400
American Water Works,AWK,1208957400
Standard Biotools Inc,LAB,1297348200
Cloud Computing ETF FT,SKYY,1309959000
Intel Corp,INTC,322151400
Cincinnati Bancorp,CNNB,1444915800
Skyx Platforms Corp,SKYX,1644503400
Cryptyde Inc,TYDE,1652880600
Rockwell Automation Inc,ROK,378657000
DWA Developed Markets Momentum Invesco,PIZ,1199716200
Everquote Inc Cl A,EVER,1530192600
Diana Shipping Inc,DSX,1111588200
Oriental Culture Holding Ltd,OCG,1608042600
Elme Communities,ELME,322151400
Guess Inc,GES,839511000
Berry Pete Corp,BRY,1531920600
Molekule Group Inc,MKUL,1637764200
Futuretech II Acquisition Corp Cl A,FTII,1649424600
Vivani Medical Inc,VANI,1416407400
Gesher I Acquisition Corp Cl A,GIAC,1637159400
Legg Smallcap Quality Value ETF,SQLV,1499952600
Innovid Corp,CTV,1617629400
Lululemon Athletica,LULU,1185543000
Regions Financial Corp,RF,322151400
Mill City Ventures III Ltd,MCVT,1268145000
Berkshire Hills Bancorp,BHLB,962199000
Nextdoor Holdings Inc.,KIND,1636381800
Pilgrim's Pride,PPC,567873000
Tomi Environmental Solutions Inc,TOMZ,1213968600
Carmax Inc,KMX,855066600
Ionq Inc,IONQ,1609770600
Sonoco Products Company,SON,322151400
Black Spade Acquisition Cl A,BSAQ,1631021400
Hookipa Pharma Inc,HOOK,1555594200
Gabelli Global Small and Mid CA,GGZ,1402579800
Axt Inc,AXTI,895757400
Plug Power Inc,PLUG,941203800
Flushing Finl Corp,FFIC,816964200
Blackstone Mortgage Trust Inc Cl A,BXMT,346948200
Wingstop Inc,WING,1434115800
Five Below Inc,FIVE,1342704600
Entergy Corp,ETR,76253400
Golden Arrow Merger Corp Cl A,GAMC,1620394200
A Spac II Acquisition Corp Cl A,ASCB,1654003800
Vulcan Materials Company,VMC,99153000
Bluegreen Vacations Hldg Corp,BVH,879949800
Nuveen Short Duration Credit O,JSD,1306416600
Hertz Global Holdings Inc,HTZ,1625146200
Brookfield Renewable,BEP,1132065000
Grupo Aeroportuario ADR,OMAB,1164810600
Powerbridge Technologies Ltd,PBTS,1554211800
Ethan Allen Interiors Inc,ETD,732292200
Wisdomtree EM Quality Divd Growth Fund,DGRE,1375363800
Buzzfeed Inc,BZFD,1614954600
Shake Shack Inc,SHAK,1422628200
Compass Digital Acquisition Corp Cl A,CDAQ,1638801000
Hmn Financial Inc,HMNF,772983000
Rentokil Initial Plc ADR,RTO,848327400
Gibraltar Ind Inc,ROCK,752509800
Emerald Expositions Events Inc,EEX,1493386200
Jasper Therapeutics Inc.,JSPR,1578666600
Microchip Technology,MCHP,732551400
Jfrog Ltd,FROG,1600263000
Youdao Inc ADR,DAO,1572010200
Crinetics Pharmaceuticals Inc,CRNX,1531920600
Adtran Holdings Inc,ADTN,776525400
Popular Inc,BPOP,322151400
Brp Inc,DOOO,1375882200
Terex Corp,TEX,322324200
Baidu Inc ADR,BIDU,1123248600
Opthea Ltd ADR,OPT,1602855000
Concord Medical Services ADR,CCM,1260541800
Idexx Laboratories,IDXX,677511000
Sk Growth Opportunities Corporation Cl A,SKGR,1661175000
Pacer US Large Cap Cash Cows Growth,COWG,1672410600
Fb Financial Corp,FBK,1474032600
Sonos Inc,SONO,1533216600
Acumen Pharmaceuticals Inc,ABOS,1625146200
Getty Realty Corp,GTY,105283800
AT&T Inc,T,438273000
U.S. Bancorp,USB,105283800
Ardagh Metal Packaging S.A.,AMBP,1628170200
Dexcom Inc,DXCM,1113485400
SBA Communications,SBAC,929539800
Teradata Corp,TDC,1191245400
Equity Commonwealth,EQC,535213800
Grocery Outlet Holding Corp,GO,1561037400
17 Education & Technology Group Inc ADR,YQ,1607092200
Avrobio Inc,AVRO,1529587800
Entergy Louisiana Llc,ELC,1286976600
Focus Financial Partners Inc Cl A,FOCS,1532611800
Donnelly Financial Solutions Inc,DFIN,1474896600
South Jersey Industries Inc 5.625%,SJIJ,1568813400
Rent-A-Center Inc,RCII,791044200
VOYA Financial Inc,VOYA,1367501400
Cemtrex Inc,CETX,1435239000
GX Green Building ETF,GRNR,1650288600
Fiserv Inc,FISV,528039000
Hcm Acquisition Corp Cl A,HCMA,1647437400
Delcath Systems Inc,DCTH,1525354200
Hashicorp Inc Cl A,HCP,1639060200
Smart For Life Inc,SMFL,1645021800
Blackrock Global,BOE,1117114200
Welltower Inc,WELL,322324200
Painreform Ltd,PRFX,1598967000
Snail Inc Cl A,SNAL,1668090600
OFG Bancorp,OFG,543767400
Patrick Inds Inc,PATK,322151400
Sitime Corp,SITM,1574260200
FT Intl Developed Capital Strength ETF,FICS,1608215400
Daily Googl -1X ETF Direxion,GGLS,1663335000
Ciena Corp,CIEN,855325800
Immunogen Inc,IMGN,627316200
Prophase Labs Inc,PRPH,765466200
FS KKR Capital Corp,FSK,1397655000
Signify Health Inc Cl A,SGFY,1613053800
Full Truck Alliance Ltd ADR,YMM,1624455000
Invesco ESG Nasdaq 100 ETF,QQMG,1635427800
Templeton Emerging Markets Fund,EMF,541348200
Sep Acquisition Corp,SEPA,1631885400
Cars.com Inc,CARS,1496323800
Dlh Holdings Corp,DLHC,517757400
Immatics NV,IMTX,1544625000
Dineequity Inc,DIN,679325400
Itau Unibanco Banco Holding S.A. ADR,ITUB,1014647400
Barings Bdc Inc,BBDC,1172154600
Corporacion America Airports Sa,CAAP,1517495400
Tactile Systems Technology Inc,TCMD,1469712600
Cohen & Steers Preferred Fund,PSF,1290781800
Sprott Energy Transition Materials ETF,SETM,1675434600
Amtech Systems Inc,ASYS,429283800
Bit Digital Inc,BTBT,1521552600
2Seventy Bio Inc,TSVT,1635946200
Wyndham Hotels & Resorts Inc,WH,1526909400
Mdu Res Group Inc,MDU,99153000
Home Federal Bancorp Inc,HFBL,1182346200
Meten Hldg Group Ltd,METX,1539783000
Tetra Tech Inc,TTEK,692980200
Lm Funding America Inc,LMFA,1450362600
Eastside Distilling Inc,EAST,1483453800
Hollysys Automation,HOLI,1125495000
Eve Holding Inc,EVEX,1652189400
Brookdale Senior Living Inc,BKD,1132669800
Edgio Inc,EGIO,1181309400
Nuveen Insured Divadv Fund,NVG,1031837400
Nautilus Biotechnology Inc,NAUT,1596807000
Nuveen High Income 2023 Target Term Fund,JHAA,1545229800
Albertsons Companies Inc Cl A,ACI,1593178200
Compass Therapeutics Inc,CMPX,1617629400
Composecure Inc,CMPO,1605796200
Bio-Rad Laboratories,BIO,320509800
Perion Network Ltd,PERI,1138717800
Douglas Emmett,DEI,1161783000
Audioeye Inc,AEYE,1366983000
Marinus Pharma CS,MRNS,1406813400
Sigma Additive Solutions Inc,SASI,1287063000
Outbrain Inc,OB,1627047000
Bs 2030 High Yield Corp Bond ETF,BSJU,1663680600
Amgen Inc,AMGN,424704600
Newhold Investment Corp II Cl A,NHIC,1640701800
Datchat Inc,DATS,1628861400
Gold Fields Ltd ADR,GFI,322151400
Oppenheimer Holdings,OPY,402759000
Flexshopper Inc,FPAY,1270474200
Foward Air Corp,FWRD,753460200
Patria Investments Ltd Cl A,PAX,1611325800
Oaktree Specialty Lending Corp,OCSL,1213277400
Franco Nev Corp,FNV,1197037800
Greenwave Technology Solutions Inc,GWAV,1428586200
Hilton Grand Vacations Inc,HGV,1483540200
DWA Basic Materials Momentum Invesco ETF,PYZ,1160659800
Thrive Acquisition Corp Cl A,THAC,1638973800
Ehang Holdings Ltd ADR,EH,1576247400
Zillow Grp Inc Cl A,ZG,1311168600
Yotta Acquisition Corp,YOTA,1656336600
Omega Flex Inc,OFLX,1122903000
Dawson Geophscl,DWSN,765552600
GX Thematic Growth ETF,GXTG,1572877800
Gladstone Land Corp,LAND,1359469800
Nvidia Corp,NVDA,917015400
China Automotive Sys,CAAS,1048516200
JPM Nasdaq Equity Premium Income ETF,JEPQ,1651671000
Petmed Express Inc,PETS,925133400
Vaneck Green Infrastructure ETF,RNEW,1666272600
